index,topic,label,length,sentiment,content
362,Undefined,0,121,negative,A video captures U.S. President Donald Trump's lawyer Rudy Giuliani farting during an election fraud hearing in Michigan.
363,Undefined,0,99,negative,Shampoo and conditioners produced by Johnson & Johnson under the 'OGX' brand can lead to hair loss.
364,Undefined,0,85,neutral,"Dr. Jill Biden is not a medical doctor, and is thus erroneously using the title, 'Dr."
365,Undefined,0,72,positive,A slowed-down recording of crickets chirping sounds like a human chorus.
366,Undefined,0,154,negative,"Donald Trump divorced Ivana Trump because her breast implants were imperfect, and he leaked that information to New York tabloids while they were married."
367,Undefined,0,107,positive,A video shows Hillary Clinton laughing as the words 'under God' were removed from the Pledge of Allegiance.
368,Undefined,0,86,neutral,President Trump exempted Ivanka Trump's clothing line from tariffs on Chinese imports.
369,Undefined,0,138,neutral,A Southwest Airlines pilot or other employee flew a Gadsden ('Don't Tread On Me') flag from the cockpit of one of the company's airplanes.
370,Undefined,0,138,neutral,Screenshots of DMs and texts alleged to be from actor Armie Hammer suggesting he is into cannibalism and kinky sex are real and authentic.
371,Undefined,0,127,positive,"The Cleveland Indians were named to honor and celebrate baseball's first acknowledged Native American player, Louis Sockalexis."
372,Undefined,0,86,neutral,Louisiana will evict elderly people from nursing homes because Medicaid funds ran out.
373,Undefined,0,130,positive,"Ted Cruz's net worth increased from $500,000 when he entered the Senate in 2013 to $4.6 million, on a salary of $174,000 per year."
374,Undefined,0,85,negative,'Sharpie Shock Challenge' videos show people getting shocked by their camera's flash.
375,Undefined,0,108,positive,Did House Intelligence Committee chair Devin Nunes meet with Michael Flynn and the Turkish foreign minister?
376,Undefined,0,135,positive,"In January 2020, Boko Haram executed pastor Lawan Andimi as a result, at least in part, of his refusal to renounce his Christian faith."
377,Undefined,0,91,negative,A list documents racist statements made by conservative radio talk show host Rush Limbaugh.
378,Undefined,0,78,negative,Liberals were offended by a World War I memorial and demanded it be torn down.
379,Undefined,0,188,negative,"As stated in a meme, 'Democrats killed a bill for tuition assistance for children of veterans killed in battle, THEN APPROVE subsidizing the education and healthcare of 'Ilegal Immigrants."
380,Undefined,0,100,positive,"Despite his claims to the contrary, President Trump has ongoing financial interests in Saudi Arabia."
381,Undefined,0,90,neutral,Burger King has introduced a new 'adult meal' for Valentine's Day that includes a sex toy.
382,Undefined,0,41,neutral,Vegetarians live longer than meat eaters.
383,Undefined,0,151,negative,"The first 'radioactive salmon' attributed to the Fukushima nuclear disaster have been found in British Columbia, Canada, posing a risk to human health."
384,Undefined,0,142,positive,"House Minority Leader Nancy Pelosi said of the Affordable Care Act, in 2010: 'We have to pass the bill so that you can find out what is in it."
385,Undefined,0,116,neutral,Car headrests were deliberately designed to be removed so that they can be used to smash windows during emergencies.
386,Undefined,0,71,neutral,Photograph shows a newly discovered species of 'Venezuelan poodle moth.
387,Undefined,0,56,negative,A video shows dozens of Muslims being tortured in Burma.
388,Undefined,0,148,neutral,"Donald Trump won the state of Wisconsin by 27,000 votes, but 300,000 Wisconsin voters were turned away at the polls for insufficient identification."
389,Undefined,0,128,neutral,Jeffrey Epstein once owned or displayed in his home a painting that depicted former President Bill Clinton wearing a blue dress.
390,Undefined,0,98,positive,The Monday after Thanksgiving is the busiest online shopping day of the year in the United States.
391,Undefined,0,103,negative,Hillary Clinton strategist Bob Beckel called for the assassination of Wikileaks founder Julian Assange.
392,Undefined,0,82,neutral,"Taxpayers paid more than $40,000 for Sasha and Malia Obama's state dinner dresses."
393,Undefined,0,148,negative,"U.S. Rep. Lauren Boebert has posed several times with AR-15 style guns, and that weapon was used in a March 2021 mass shooting in Boulder, Colorado."
394,Undefined,0,106,positive,The Trump campaign offered actors $50 each to cheer him on at his 2015 presidential-campaign announcement.
395,Undefined,0,140,positive,American gymnast Kerri Strug needed to perform the vault on an injured ankle in order for Team USA to win a gold medal at the 1996 Olympics.
396,Undefined,0,122,negative,Huma Abedin retained deleted e-mails of Hillary Clinton's in a folder marked 'life insurance' and cut a deal with the FBI.
397,Undefined,0,81,negative,The 'Fire Fairy Challenge' has tricked multiple children into harming themselves.
398,Undefined,0,59,positive,The bottom drawer on an oven can be used to keep food warm.
399,Undefined,0,55,neutral,"Canadians can be fined $1,000 for eating while driving."
400,Undefined,0,106,negative,An anonymous donor contributed $2.5 million to bail out protesters arrested at the Dakota Access Pipeline.
401,Undefined,0,70,neutral,Laws in some areas limit trick-or-treating to children 12 and younger.
402,Undefined,0,103,neutral,A photograph found in the El Paso mall shooter's Twitter account shows 'Trump' spelled out in firearms.
403,Undefined,0,94,positive,"Vincent Ghambi, a Malawian defense minister, sent a sex tape to pop superstar Beyoncé Knowles."
404,Undefined,0,141,positive,A photograph shows a real a Trump 2020 campaign sign bearing the legend 'God Bows Down to President Donald J Trump - Declares 'He Is Perfect.
405,Undefined,0,115,neutral,People who undergo amputations can sign paperwork allowing them to take the removed limbs home after the procedure.
406,Undefined,0,111,negative,Consuming an orange flambéed in brown sugar will restore a person's loss of smell following COVID-19 infection.
407,Undefined,0,103,negative,"In 2012, 80% of murders stemmed from otherwise law-abiding citizens involved in interpersonal disputes."
408,Undefined,0,76,positive,President Obama told soldiers to question President-elect Trump's authority.
409,Undefined,0,104,neutral,The Democratic National Committee is meeting to consider replacing presidential nominee Hillary Clinton.
410,Undefined,0,110,neutral,The word 'pandemicide' was coined in response to the Trump administration's response to the COVID-19 pandemic.
411,Undefined,0,143,positive,"Bernie Sanders trailed Hillary Clinton by only 271 delegates in May 2016, despite media inclusion of superdelegates in their respective totals."
412,Undefined,0,100,neutral,Ancestry.com can retain the rights to your genetic information if you sign up for their DNA testing.
413,Undefined,0,239,positive,"Actor and comedian Ellie Kemper was crowned 1999 Queen of Love and Beauty at the 'Veiled Prophet Ball' in St. Louis, Missouri. The ball is affiliated with an organization that has a racist history, including ties to the Ku Klux Klan (KKK)."
414,Undefined,0,133,negative,A teenaged girl was drugged and nearly abducted in a Dillard's department store by fellow teens working on behalf of sex traffickers.
415,Undefined,0,79,neutral,A Doonesbury comic from 1999 predicted Donald Trump's presidential run in 2016.
416,Undefined,0,88,neutral,A woman discovered that her infant's powdered Similac formula was infested with maggots.
417,Undefined,0,89,negative,Donald Trump said there should be 'some form of punishment' for women who have abortions.
418,Undefined,0,131,negative,"More attacks on U.S. embassies, with more people killed, occurred during the G.W. Bush and Reagan administrations than under Obama."
419,Undefined,0,152,negative,"Democrats elected a domestic abuser, a woman who married her brother, a man who hired underage prostitutes, and a woman who is dumber than a salamander."
420,Undefined,0,123,positive,Doctors believe an increased number of microcephaly cases in Brazil is due to the use of a Monsanto-manufactured pesticide.
421,Undefined,0,105,negative,Outback Steakhouse is a 'gun free zone' and a police officer was ejected for carrying his service weapon.
422,Undefined,0,96,neutral,Martin Luther King Jr. said that 'capitalism does not permit an even flow of economic resources.
423,Undefined,0,66,positive,Newt Gingrich wrote an essay entitled 'Understanding Donald Trump.
424,Undefined,0,64,neutral,Pope Francis compared U.S. President Donald Trump to King Herod.
425,Undefined,0,59,neutral,Kellogg's is adding traces of peanut flour to its products.
426,Undefined,0,109,negative,A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.
427,Undefined,0,137,neutral,"It costs American taxpayers roughly $200,000 an hour every time President Obama travels in Air Force One to campaign for Hillary Clinton."
428,Undefined,0,137,negative,"Gov. Andrew Cuomo of New York recently received a little-publicized $71,000 pay raise that made him the highest paid governor in the U.S."
429,Undefined,0,128,neutral,"Changes to immigration policy announced in November 2014 make 'illegal immigrants' eligible to collect $24,000 'amnesty bonuses."
430,Undefined,0,86,positive,A study has proved that pineapple juice is five times more effective than cough syrup.
431,Undefined,0,174,positive,"Eric Coomer, director of product strategy and security for Dominion Voting Systems, bragged about rigging the 2020 election against Donald Trump in an antifa conference call."
432,Undefined,0,159,negative,"A pack of stray dogs in Russia was turned blue after coming into contact with chemical waste, namely copper sulphate, near a now-defunct petrochemical company."
433,Undefined,0,89,positive,An organization once awarded U.S. President Donald Trump a Bay of Pigs recognition award.
434,Undefined,0,57,neutral,A 191-year-old woman named Mama Esifiho lives in Nigeria.
435,Undefined,0,88,negative,Marijuana legalization has led to an increase in crime and fatalities all over Colorado.
436,Undefined,0,133,negative,"Jerry Brown vetoed a wildfire management bill in 2016, contributing to the prevalence and risk of wildfires in the ensuing two years."
437,Undefined,0,51,negative,Donald Trump is considering resignation an 'option.
438,Undefined,0,156,negative,"Imprisoned former Congressmember Jesse Jackson, Jr. stands to collect $8,700 per month in disability payments and $45,000 per year in Congressional pension."
439,Undefined,0,158,positive,"Following the Jan. 6, 2021, insurrection at the U.S. Capitol, a listing on the auction site eBay was created for the 'House of Representatives Speaker Podium."
440,Undefined,0,81,positive,The original cut of the movie 'Cats' featured several shots of CGI cat buttholes.
441,Undefined,0,94,neutral,Women's menstrual cycles synchronize when they live or work in close proximity to one another.
442,Undefined,0,152,negative,"An unidentified flying object passes above SpaceX's Falcon-9 rocket at the same moment it explodes, suggesting the rocket's destruction was intentional."
443,Undefined,0,63,neutral,You can tell the size of a man's penis by looking at his hands.
444,Undefined,0,73,positive,Restroom hand dryers spread disease by blowing germs and bacteria around.
445,Undefined,0,143,negative,"A woman named Susan posted an angry tirade blaming the cancellation of her wedding on her guests' refusal to contribute $1,500 each towards it."
446,Undefined,0,63,negative,Videos show people collapsing on the street due to coronavirus.
447,Undefined,0,108,positive,"Prince Philip, royal consort to Queen Elizabeth II, was friends with convicted sex offender Jeffrey Epstein."
448,Undefined,0,117,negative,A public service announcement encourages children to steal weapons from their parents and turn them over to teachers.
449,Undefined,0,173,negative,"The U.S. Women's Soccer team took a knee in protest of racial injustice during the national anthem before their opening game of the postponed 2020 Olympics on July 21, 2021."
450,Undefined,0,194,neutral,"Donald Trump donates his entire presidential salary and Melania Trump has a White House staff of only four, while President Obama donated nothing and First Lady Michelle Obama had a staff of 23."
451,Undefined,0,90,neutral,A child developed third-degree sunburn after using Dollar General brand spray-on sunblock.
452,Undefined,0,97,positive,Thousands of Muslims voluntarily left the United States after Donald Trump was elected president.
453,Undefined,0,158,neutral,Radio announcer Harry von Zell once introduced U.S. President Herbert Hoover during a broadcast of a live address or inauguration ceremony as 'Hoobert Heever.
454,Undefined,0,67,neutral,Trump hotels are being renamed to eliminate use of the name 'Trump.
455,Undefined,0,125,positive,"A conservative, political-themed poem entitled 'America the Beautiful' was written by former Alabama Chief Justice Roy Moore."
456,Undefined,0,98,negative,Mountain Dew and other sodas contain a dangerous chemical known as brominated vegetable oil (BVO).
457,Undefined,0,82,negative,In 1992 Al Sharpton delivered a speech in which he exhorted blacks to kill police.
458,Undefined,0,115,neutral,A California bill would unduly penalize police if they shot people carrying pellet guns or malfunctioning firearms.
459,Undefined,0,236,positive,"During the filming of the 1993 comedy 'Mrs. Doubtfire,' actor Robin Williams improvised with so many off-color NSFW jokes that the director, Chris Columbus, ended up with multiple cuts of the film, including a NC-17 and R-rated version."
460,Undefined,0,88,positive,Swallowing active dry yeast before drinking alcohol will prevent you from getting drunk.
461,Undefined,0,86,negative,A Trump staffer was convicted on ten counts of felony election fraud in November 2016.
462,Undefined,0,70,neutral,Chelsea Clinton's 2010 wedding was paid for by the Clinton Foundation.
463,Undefined,0,119,negative,Twitter locked U.S. President Donald Trump's account after 'severe violations' of the company's Civic Integrity policy.
464,Undefined,0,121,negative,Photographs show President Trump commemorating the 100th anniversary of the end of World War I at a cemetery in the rain.
465,Undefined,0,94,positive,"Chick-fil-A provided free food to motorists stranded during a blizzard in Birmingham, Alabama."
466,Undefined,0,172,negative,Sen. Lindsey Graham called President Donald Trump a 'race-baiting xenophobic bigot' in 2015 but in 2018 claimed that he had 'never heard him make a single racist statement.
467,Undefined,0,126,neutral,Author John Steinbeck wrote a short horror story about a boy who loves to chew gum only to find he is being chewed by the gum.
468,Undefined,0,213,positive,"In 2018, Russian scientists defrosted two species of prehistoric worms that were frozen in Arctic permafrost for 32,000 and 41,700 years, respectively. After thawing, two worms 'woke up' and began to move and eat."
469,Undefined,0,102,negative,"Since 1968, more Americans have been killed by guns than have been killed in all wars in U.S. history."
470,Undefined,0,157,negative,Actress Phylicia Rashad tweeted of Bill Cosby's release from prison: 'FINALLY!!!! A terrible wrong is being righted - a miscarriage of justice is corrected!'
471,Undefined,0,305,neutral,"York College mathematics instructor Emanoil Theodorescu scolded a student working remotely from Myanmar for not 'understanding reality' while explaining that he would not make accommodations for the student, despite that person being unable to access the internet due to the military coup in that country."
472,Undefined,0,109,positive,A letter providing tips on how to protect against the new coronavirus was authored by pathologist James Robb.
473,Undefined,0,101,negative,A photograph shows the dramatic differences in two boys who were exposed to the same smallpox source.
474,Undefined,0,141,positive,Texas Lt. Gov. Dan Patrick said COVID-19 social-distancing restrictions should be eased because 'there are more important things than living.
475,Undefined,0,55,negative,A 12-year-old girl livestreamed her suicide by hanging.
476,Undefined,0,94,neutral,U.S. President Donald Trump said 'We're going to take the firearms first and then go to court.
477,Undefined,0,108,positive,2021 Scripps National Spelling Bee champion Zaila Avant-garde was in a commercial with NBA star Steph Curry.
478,Undefined,0,127,neutral,"On Oct. 30, 2020, U.S. President Donald Trump said: 'We will have a tremendous stimulus package immediately after the election."
479,Undefined,0,107,negative,"Bruce Springsteen cancelled a show in Greensboro, North Carolina, over the state's so-called 'bathroom law."
480,Undefined,0,116,negative,Margaret Thatcher once said that 'The trouble with Socialism is that eventually you run out of other people's money.
481,Undefined,0,117,negative,"In a newspaper column, Boris Johnson once likened British gun control measures to a scheme for 'compulsory vasectomy."
482,Undefined,0,74,neutral,A series of consecutive dates in September 2019 are numerical palindromes.
483,Undefined,0,164,positive,"In September 2021, the ride-sharing company Lyft expressed opposition to new abortion restrictions in Texas and announced a legal defense fund for affected drivers."
484,Undefined,0,150,neutral,"A sheriff in Carter County, Oklahoma issued a public letter urging citizens to arm themselves following a mass shooting in San Bernardino, California."
485,Undefined,0,105,negative,Time magazine covers from 2006 and 2017 highlighted articles warning about global warming and a pandemic.
486,Undefined,0,97,neutral,A 1933 Wall Street Journal article reported expectations that Hitler would not 'disrupt' Germany.
487,Undefined,0,66,neutral,Singer and musician Dolly Parton now has her own ice cream flavor.
488,Undefined,0,73,positive,Jill Biden is the oldest woman to become first lady of the United States.
489,Undefined,0,125,neutral,"Around three-quarters of the 379,000 jobs added to the U.S. economy in February 2021 were made up of 'waiters and bartenders."
490,Undefined,0,161,negative,A piece of text accurately transcribes the last words of Elijah McClain in a video recording of his encounter with police officers before he died in August 2019.
491,Undefined,0,88,positive,"Donald Trump said he would not accept the $400,000 annual president's salary if elected."
492,Undefined,0,188,positive,"Members of the alt-right group the National Policy Institute can be seen on video doing a Nazi-like salute as speaker Richard Spencer calls out 'Hail Trump, hail our people, hail victory!'"
493,Undefined,0,98,negative,The allegedly haunted house that the 2013 horror movie 'The Conjuring' is based on is up for sale.
494,Undefined,0,97,neutral,Nearly all ships operated by U.S.-headquartered cruise lines are registered in foreign countries.
495,Undefined,0,117,negative,Maine legislature candidate Leslie Gibson insulted Parkland shooting survivor and activist Emma Gonzalez via Twitter.
496,Undefined,0,134,negative,"On Feb. 1, 2021, nearly a dozen Iranian citizens were arrested after attempting to illegally cross into the United States from Mexico."
497,Undefined,0,153,negative,"The Trump resort where U.S. President Donald Trump suggested the next G7 summit be held was sued over bed bugs, and the lawsuit was settled out of court."
498,Undefined,0,93,negative,"In May 2021, the state of Alabama lifted its three-decades-old ban on yoga in public schools."
499,Undefined,0,124,neutral,"In April 2019, Democrat Ohio State Rep. Janine Boyd proposed exempting black women from stringent new abortion restrictions."
500,Undefined,0,174,neutral,"During an interview broadcast on March 16, 2021, U.S. President Joe Biden said 'don't come' to migrants considering trips to the U.S.-Mexico border to seek asylum in America."
501,Undefined,0,114,positive,The swimming pool and retractable basketball court from 'It's a Wonderful Life' are still used in the present day.
502,Undefined,0,92,positive,'Hair-grooming syncope' is a real fainting disorder that can occur during acts of hair care.
503,Undefined,0,88,negative,Tennis umpires learn curse words in various languages to prohibit swearing at Wimbledon.
504,Undefined,0,136,positive,"Author Ingersoll Lockwood wrote the books 'Baron Trump's Marvelous Underground Journey' and '1900: or, The Last President' in the 1890s."
505,Undefined,0,152,negative,"In April 2021, a police officer in Austria was sentenced to 10 months in prison for posting a photograph of a meal closely associated with Adolf Hitler."
506,Undefined,0,167,positive,"Simone Gold, who gained notoriety for promoting without evidence that hydroxychloroquine is a cure for COVID-19, was in the U.S. Capitol during the Jan. 6, 2021, riot."
507,Undefined,0,76,positive,The 'giant head' moai statues on Easter Island actually have bodies as well.
508,Undefined,0,119,neutral,"El Paso County Sheriff Richard Wiles wrote a viral piece of text about the August 2019 mass shooting in El Paso, Texas."
509,Undefined,0,96,negative,The city of Montreal has passed a ban on pit bulls that requires owners to euthanize their pets.
510,Undefined,0,155,positive,"U.S. Rep. Matt Gaetz, R-Florida, stated, 'We better use' the Second Amendment when railing against alleged suppression of speech by social media platforms."
511,Undefined,0,140,positive,"In September 2021, U.S. Rep. Alexandria Ocasio-Cortez attended the Met Gala wearing a dress with the words 'Tax the Rich' printed across it."
512,Undefined,0,84,negative,Moonwalking astronaut Buzz Aldrin punched a moon-landing-denier conspiracy theorist.
513,Undefined,0,74,positive,A zero value banknote was released in honor of Karl Marx's 200th birthday.
514,Undefined,0,91,neutral,"In late August 2021, Detroit Zoo officials began vaccinating some animals against COVID-19."
515,Undefined,0,107,neutral,"A photograph shows lava pouring into an ocean and seven resulting vortices, or what some called 'tornadoes."
516,Undefined,0,69,positive,A photograph shows what a blobfish looks like in its natural habitat.
517,Undefined,0,153,neutral,A photograph shows one petri dish that was coughed on by a person not wearing a mask and another petri dish coughed on by the same person wearing a mask.
518,Undefined,0,71,negative,"Donald Trump, Jr. referred to teachers as 'losers' at a campaign event."
519,Undefined,0,100,neutral,Tech billionaires such as Bill Gates and Steve Jobs advocated limiting children's use of technology.
520,Undefined,0,140,neutral,"Blood spots were visible in the left eye of Joe Biden, a 2020 U.S. Democratic presidential candidate, during a CNN debate in September 2019."
521,Undefined,0,49,neutral,A series of images show a Tesla vehicle in space.
522,Undefined,0,127,positive,A child who wrote to God about her deceased pet received a kind letter and a book to help her with her bereavement in response.
523,Undefined,0,118,neutral,Rep. Drew Ferguson posted a picture of Nazi soldiers on Twitter on the anniversary of the Allied invasion of Normandy.
524,Undefined,0,112,negative,"In August 2021, Bill Gates said his decision to have 'several dinners' with Jeffrey Epstein was 'a huge mistake."
525,Undefined,0,131,neutral,A photograph shows a protester against pandemic stay-at-home orders holding a sign declaring that 'muzzles are for dogs and slaves.
526,Undefined,0,107,negative,"As of September 2021, 'The Church of Dirt' was an authentic wedding venue near a mountainous trail in Utah."
527,Undefined,0,158,negative,Donald Trump criticized then U.S. President Barack Obama in 2014 for 'subverting the Constitution of the U.S. because he is unable to negotiate with Congress.
528,Undefined,0,204,positive,"Ireland Foreign Minister Simon Coveney declared in a Nov. 26, 2020, statement that Santa Claus is considered an essential worker, granting him exemption from self-quarantine to deliver Christmas presents."
529,Undefined,0,77,positive,Hillary Clinton has been rated 'most admired woman' by Gallup polls 21 times.
530,Undefined,0,158,negative,"George Clooney once launched a diatribe against Donald Trump, describing the actor's own modest background, accusing Trump of hypocrisy, and saying 'F--- you."
531,Undefined,0,131,neutral,"In a 1983 interview with MTV, David Bowie asked a host why the television music channel did not feature more work by Black artists."
532,Undefined,0,234,negative,Billionaire and former presidential candidate Michael Bloomberg raised more than $16 million to pay the fines and restitution of convicted felons in Florida so that they are able to register to vote ahead of the 2020 general election.
533,Undefined,0,213,negative,"The FDA has updated its warnings for - and recommended limitations on - prescribing a class of antibiotics called fluoroquinolones, citing potentially irreversible side-effects including tendon damage and rupture."
534,Undefined,0,226,negative,"Derek Chauvin, convicted of the murder of George Floyd, was a police training officer. Kim Potter, charged with second-degree manslaughter of Daunte Wright, was also a police training officer and president of her police union."
535,Undefined,0,57,neutral,An image shows a genuine sunset from the surface of Mars.
536,Undefined,0,96,neutral,A photograph shows pro-choice activists carrying a sign that reads 'Parasites don't have rights.
537,Undefined,0,110,negative,"Rush Limbaugh said in February 2020: 'Yeah, I'm dead right on this. The coronavirus is the common cold, folks."
538,Undefined,0,68,neutral,A video clip shows a seagull snatching a bag of Doritos from a shop.
539,Undefined,0,151,positive,A viral video authentically depicts 'embroidery tattoos' - permanent body modifications that look like stitched patches but are actually 2-dimensional.
540,Undefined,0,172,positive,"Judge Kavanaugh, if confirmed to the Supreme Court, could be a deciding vote on a case that has the potential to dramatically increase the power of the presidential pardon."
541,Undefined,0,88,positive,"In 1978, Muhammad Ali filmed a TV spot encouraging parents to get their kids vaccinated."
542,Undefined,0,124,neutral,U.S. President Joe Biden removed military flags from the Oval Office that had been displayed by the previous administration.
543,Undefined,0,91,negative,Former U.S. President Barack Obama endorsed the grandson of a terrorist for federal office.
544,Undefined,0,118,negative,A U.S. Army soldier received a rude response after inquiring with an online retailer about shipments to APO addresses.
545,Undefined,0,187,positive,"Incarcerated people, including those who were convicted for murder like Dzhokhar Tsarnaev, will be getting stimulus relief checks as part of the latest COVID-19 relief bill in March 2021."
546,Undefined,0,96,positive,John Wayne said that he believed in white supremacy during an interview with 'Playboy' magazine.
547,Undefined,0,183,neutral,U.S. Democratic presidential candidate Joe Biden said that Americans were able to stay home during the COVID-19 pandemic because 'some Black woman was able to stack the grocery shelf.
548,Undefined,0,127,neutral,"On Oct. 1, 2020, the re-election campaign of U.S. President Donald Trump sent fundraising emails with the date 'September 31st."
549,Undefined,0,127,negative,A photograph shows a burnt-out car amidst the wreckage of protests in Minneapolis following the May 2020 death of George Floyd.
550,Undefined,0,127,negative,"In February 2018, a pride of lions killed and ate a man suspected of being a poacher near Kruger National Park in South Africa."
551,Undefined,0,133,neutral,"A baseball player received an additional $5,000 payment when a statistical error was corrected in his favor nearly fifty years later."
552,Undefined,0,221,positive,"In response to renowned physicist Stephen Hawking's death in March 2018, the Twitter account for actress Kirstie Alley posted the message, 'You had a good go at it..thanks for your input,' along with a picture of Hawking."
553,Undefined,0,68,negative,Teens can text 741741 from anywhere to talk with a crisis counselor.
554,Undefined,0,176,positive,"During remarks at the White House, U.S. President Joe Biden mistakenly said 350 million Americans - more than the current population of the United States - had been vaccinated."
555,Undefined,0,104,positive,House Speaker Paul Ryan is conducting a phone survey regarding experiences with the Affordable Care Act.
556,Undefined,0,200,positive,"Lowe's was giving $25 million in grant money to minority-owned businesses reopening amid the COVID-19 pandemic, while the founder of Home Depot gave millions to U.S. President Donald Trump's campaign."
557,Undefined,0,172,positive,"If Democrats gain a majority in the House of Representatives, Maxine Waters could become chair of a committee that has the power to subpoena President Trump's bank records."
558,Undefined,0,110,positive,Anti-abortion Republican U.S. Rep. Scott DesJarlais testified that he encouraged some women to have abortions.
559,Undefined,0,112,negative,Persons protesting the police-custody death of George Floyd defaced a statue of an abolitionist in Philadelphia.
560,Undefined,0,168,positive,Mike Huckabee tweeted that the White House Correspondents Dinner 'celebrated bullying' after inviting people to watch his own show unless they lacked a 'sense of humor.
561,Undefined,0,121,negative,The Illegal Immigration Reform and Immigrant Responsibility Act of 1996 says that non-citizens who vote must be deported.
562,Undefined,0,220,positive,Billionaire investor and former Trump adviser Carl Icahn sold off approximately $30 million worth of stock in a steel-dependent company in the weeks leading up to the president's announcement of tariffs on steel imports.
563,Undefined,0,62,neutral,Donald Trump has a statue of himself in his Mar-a-Lago office.
564,Undefined,0,49,positive,The United States is deporting military veterans.
565,Undefined,0,111,neutral,"In January 2021, YouTube temporarily barred U.S. President Donald Trump from posting new videos to his channel."
566,Undefined,0,133,negative,Democratic 2020 presidential candidate Joe Biden said during a debate that '150 million people have been killed [by guns] since 2007.
567,Undefined,0,85,negative,A photograph shows a dog that suffered burns on its face after escaping a house fire.
568,Undefined,0,68,neutral,Heather Bresch is the daughter of West Virgnia Democrat Joe Manchin.
569,Undefined,0,99,negative,Photographs and videos show pipe-bombing suspect Cesar Sayoc in attendance at Donald Trump rallies.
570,Undefined,0,128,negative,A video showcasing footage of violent refugees features audio of Donald Trump reciting the lyrics to a song entitled 'The Snake.
571,Undefined,0,126,negative,"Producers announced plans for the original 'Law & Order' television crime show to return to television for a new, 21st season."
572,Undefined,0,88,neutral,The Fugees will reunite for a world tour commemorating their legendary album 'The Score.
573,Undefined,0,147,neutral,"In an episode of 'The Simpsons,' Mayor Quimby says he is canceling a trip to the Bahamas while he's in the Bahamas, because of an ongoing epidemic."
574,Undefined,0,120,neutral,"2018 Georgia gubernatorial candidate Stacey Abrams owes more than $50,000 in back taxes to the Internal Revenue Service."
575,Undefined,0,107,neutral,Alexandria Ocasio-Cortez graduated cum laude from Boston University's College of Arts and Sciences in 2011.
576,Undefined,0,116,neutral,There is a type of 'living brooch' made and sold in Mexico consisting of a live beetle coated in gold and gemstones.
577,Undefined,0,115,negative,Images show mass graves being dug in New York to bury victims of the COVID-19 coronavirus disease pandemic in 2020.
578,Undefined,0,103,positive,"President Trump intends to nominate Dr. Oz to the Presidential Council on Sport, Fitness and Nutrition."
579,Undefined,0,65,negative,An anti-seat belt law advocate was killed in automobile accident.
580,Undefined,0,101,neutral,"TikTok videos show someone preparing frozen soup, chicken, and mac and cheese served at Panera Bread."
581,Undefined,0,87,negative,There is an audio recording of the guns falling silent during armistice in World War I.
582,Undefined,0,67,neutral,President Donald Trump said 'eventually we will get something done.
583,Undefined,0,123,positive,Ohio is giving away $1 million to five residents who have received their COVID-19 vaccination in a 'Vax-a-Million' lottery.
584,Undefined,0,128,positive,"As of January 2020, New York state requires members of the public to obtain a stargazing permit for use in certain public parks."
585,Undefined,0,135,neutral,A constitutional law professor quipped on the difference between the Bible and the Constitution during a debate over same-sex marriage.
586,Undefined,0,87,neutral,A small owl was found in the branches of the Rockefeller Center Christmas tree in 2020.
587,Undefined,0,140,negative,A Pennsylvania man successfully cast a vote in his dead mother's name for U.S. President Donald Trump during the 2020 presidential election.
588,Undefined,0,122,negative,"American Muslim groups raised more than $190,000 to benefit victims of the mass shooting attack at a Pittsburgh synagogue."
589,Undefined,0,126,neutral,"Thousands of U.S. Postal Service mailboxes were removed during the last Obama administration term, according to a 2016 report."
590,Undefined,0,103,negative,"A crystal ball was responsible for a house fire on March 8, 2021, that caused damage of up to $250,000."
591,Undefined,0,102,negative,Beto O'Rourke was in a band called the El Paso Pussycats and was arrested at least twice in the 1990s.
592,Undefined,0,79,positive,Donald Trump registered his 'Make America Great Again' slogan in November 2012.
593,Undefined,0,103,negative,"By September 2021, one COVID-19 death had taken place for every 500 people living in the United States."
594,Undefined,0,81,neutral,A billboard that says 'Make America White Again' is part of a political campaign.
595,Undefined,0,67,neutral,Construction toy maker Lego is offering a rainbow Pride-themed set.
596,Undefined,0,181,neutral,Republican National Committee Chairwoman Ronna McDaniel published and later deleted a tweet that suggested a U.S. future under a Joe Biden-Kamala Harris presidential administration.
597,Undefined,0,119,negative,The Congressional seats of almost three dozen Republicans who voted to repeal Obamacare were lost to Democrats in 2018.
598,Undefined,0,92,neutral,Photographs show Kamala Harris and talk show host Montel Williams on the red carpet in 2001.
599,Undefined,0,81,negative,A TV station was pranked with fake names for pilots involved in an airline crash.
600,Undefined,0,182,neutral,"Conservative commentator Ben Shapiro tweeted: 'Literally every regular human I know owns zip ties,' amid discussion about rioters carrying zip cuffs at the U.S. Capitol insurrection."
601,Undefined,0,116,neutral,"In May 2021, Missouri lawyer Mark McCloskey announced that he would be running for U.S. Senate in the 2022 election."
602,Undefined,0,144,negative,"U.S. Army veteran Nate Boyer convinced Colin Kaepernick to kneel, rather than sit, while protesting police brutality during the national anthem."
603,Undefined,0,84,neutral,"The state of California built 22 prisons, but only one public university since 1980."
604,Undefined,0,158,positive,A company named Eternal Reefs will incorporate human remains into an environmentally safe cement mixture designed to create artificial marine reef formations.
